"L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","L17","L18","L19","L20","L21","L22","L23","L24","L25","L26","L27","L28","L29","L30","L31","L32","L33","L34","L35","L36","L37","L38","L39","L40","L41","L42","L43","L44","L45","L46","L47","L48","L49","L50","L51","L52","L53","L54"
0.430891803465784,0.866990377195179,0.399179712869227,0.852232910692692,0.297360806725919,0.427311632782221,0.828185461461544,0.404322404414415,0.313818199560046,0.699141853488982,0.63008485455066,0.648255170322955,0.612667427398264,0.94696092326194,0.325272431597114,0.0662638256326318,0.130418445914984,0.376675761304796,0.988108993507922,0.914040583185852,0.515299435704947,0.681985234841704,0.758710788562894,0.67366658244282,0.398792809806764,0.892764906398952,0.0505539393052459,0.400266850367188,0.972438637167215,0.285233731381595,0.0749795679003,0.266429349780083,0.421195768751204,0.23106846679002,0.913303224369884,0.226278458721936,0.335542235523462,0.909743162803352,0.0944624533876777,0.157505103386939,0.78776272572577,0.0471161659806967,0.658152065239847,0.0678357947617769,0.810809352435172,0.268188920803368,0.788598605431616,0.163464362733066,0.0530574293807149,0.579328049905598,0.588229784741998,0.934057477861643,0.0738076325505972,0.224490373395383
0.918552176095545,0.542350088246167,0.850364478304982,0.722417154349387,0.874100066721439,0.046703970991075,0.44856387283653,0.108774657361209,0.218509936705232,0.436268449760973,0.848393270745873,0.00996568985283375,0.769642026163638,0.4107177676633,0.0789823736995459,0.805521129630506,0.788527707569301,0.0898187961429358,0.137129757553339,0.727053966373205,0.0534824533388019,0.888602381572127,0.467774393968284,0.962260531261563,0.00799698289483786,0.407461300492287,0.949043331667781,0.752109077759087,0.506681608967483,0.552951253019273,0.339382593519986,0.730475068092346,0.000517791137099266,0.428006001748145,0.15598344989121,0.450748558156192,0.656056181527674,0.16739400383085,0.626693685539067,0.386970913037658,0.42288285959512,0.257786944508553,0.0316561656072736,0.82146458979696,0.345493864268064,0.0777658969163895,0.67601213324815,0.982272010296583,0.38934897724539,0.84057452250272,0.244884921237826,0.143920291215181,0.330649428069592,0.387705178000033
0.0215604538097978,0.0398501511663198,0.163833320140839,0.39835405535996,0.100567824207246,0.531085746362805,0.634898927994072,0.623915308155119,0.817485663108528,0.915049326606095,0.0325279803946614,0.890324260108173,0.366248218342662,0.629394993185997,0.677109056152403,0.46208976674825,0.367588326334953,0.717904626391828,0.541244773194194,0.248479077592492,0.843152194283903,0.023854642175138,0.538047270849347,0.153081264346838,0.971976147964597,0.73190276324749,0.328280841931701,0.136895540170372,0.276683705858886,0.0519779240712523,0.631961543112993,0.169637631624937,0.926062216982245,0.976522956043482,0.749056408181787,0.727482460439205,0.152487281709909,0.574536492116749,0.373833666555583,0.719003861770034,0.593335912562907,0.736034576781094,0.987254463136196,0.476215885020792,0.664956670254469,0.69303176831454,0.380017500370741,0.260893259197474,0.96408764924854,0.475259250029922,0.917831702157855,0.672388665378094,0.679118366912007,0.615834396332502
0.642937423661351,0.955421558581293,0.10850203037262,0.596244692802429,0.443781578913331,0.856306289322674,0.317196559160948,0.665027735754848,0.0341788418591022,0.523693637922406,0.516996061429381,0.807555048726499,0.885480782948434,0.00980143342167139,0.592068830505013,0.942805796861649,0.432620020583272,0.326483615674078,0.403850289992988,0.259686228819191,0.635754860937595,0.210625243373215,0.657774340361357,0.348392060026526,0.194558310322464,0.851433549076319,0.555692862719297,0.967023059725761,0.703485034406185,0.199744870886207,0.803053109906614,0.924859974533319,0.654676211997867,0.098055406473577,0.595835139043629,0.304437678307295,0.400418719276786,0.440930897369981,0.588998153805733,0.56286156643182,0.719544786028564,0.1299804225564,0.516058865003288,0.201803007163107,0.443104523234069,0.566079755313694,0.33479156345129,0.681944836862385,0.644381014630198,0.645844365470111,0.453266145661473,0.274613153189421,0.221767519600689,0.684593688696623
0.289875755086541,0.45487092807889,0.920033307746053,0.272119681350887,0.718269278295338,0.340684249997139,0.505590660497546,0.181138034909964,0.929825318045914,0.0156125705689192,0.332921461202204,0.186931347474456,0.478209353983402,0.79111598059535,0.183576946146786,0.285745302215219,0.972756915725768,0.947794646024704,0.808461212553084,0.780375341884792,0.471328761428595,0.814631301909685,0.336402979679406,0.532575212419033,0.793241983279586,0.0425579585134983,0.159169513732195,0.0783613156527281,0.451031021773815,0.702669179067016,0.229448271915317,0.48704019933939,0.291677175089717,0.552590193226933,0.00250291544944048,0.518427564762533,0.900328817777336,0.78586383908987,0.410491598770022,0.293328736908734,0.263958430849016,0.862624523229897,0.440342200919986,0.593926711939275,0.512323188595474,0.196905774995685,0.601365343667567,0.090517339296639,0.193665154278278,0.046195812523365,0.626198025420308,0.80754566192627,0.756744562648237,0.318946779705584
0.810022156685591,0.13803169503808,0.32822544965893,0.154084781184793,0.141520323231816,0.193963306955993,0.155159064568579,0.320404308848083,0.537829392589629,0.86979011259973,0.176866998896003,0.533747320063412,0.139578513801098,0.31955486163497,0.412168239243329,0.593361962586641,0.0692358743399382,0.516374842263758,0.06678831204772,0.578491721302271,0.964640568010509,0.614842105656862,0.890202503651381,0.822098041884601,0.68375719152391,0.524021863006055,0.838788029737771,0.699015119113028,0.0398346921429038,0.466446274891496,0.497757212258875,0.51407565921545,0.130276293493807,0.858399255201221,0.806712300516665,0.805641666986048,0.0798134710639715,0.0432267002761364,0.81771406903863,0.00130177475512028,0.900300733745098,0.56697706412524,0.815864395350218,0.355922440066934,0.081129452213645,0.395143183879554,0.988734063692391,0.771526673808694,0.373741041868925,0.28397075086832,0.0328444596379995,0.0212823003530502,0.531165868975222,0.0453935852274299
0.13280275836587,0.63944826181978,0.641709494404495,0.978405297733843,0.883811515755951,0.740820085629821,0.968340496532619,0.837498323060572,0.433987975120544,0.356528678908944,0.984934450127184,0.413131531327963,0.732396668754518,0.600747318007052,0.816115329042077,0.185969589278102,0.525387187488377,0.144651524722576,0.720899706706405,0.068915294483304,0.174247502349317,0.468848151154816,0.115618285723031,0.0120223658159375,0.335293578915298,0.332837312482297,0.438544844277203,0.318161598406732,0.802059634588659,0.967428186908364,0.532302379608154,0.0779916830360889,0.798497156240046,0.31122827809304,0.338502147234976,0.0289080012589693,0.580391141586006,0.698705686256289,0.18177574314177,0.856772759929299,0.116650234907866,0.424682198092341,0.142491699196398,0.94042132422328,0.900576999410987,0.779951713979244,0.192785192281008,0.485306652262807,0.792226040735841,0.899280424229801,0.860103433951735,0.552804823964834,0.494228358380497,0.958879398182034
0.878608499653637,0.844138762913644,0.234589421190321,0.485341288149357,0.24760084785521,0.729532417841256,0.00344912242144346,0.64681445248425,0.791904052719474,0.402722696773708,0.936097716912627,0.169602411799133,0.560746570117772,0.361797888763249,0.017543432302773,0.684106434695423,0.196653828024864,0.0173162296414375,0.856657274067402,0.835501750931144,0.646086797118187,0.0505429031327367,0.869553497992456,0.659132236614823,0.955909581854939,0.134964383207262,0.583428570069373,0.180887815542519,0.468418839387596,0.389528163708746,0.66360651794821,0.439981629140675,0.876557641662657,0.659043211489916,0.24948812648654,0.395095011219382,0.542619206011295,0.0534463580697775,0.110283116810024,0.605003236792982,0.88257947191596,0.801063907332718,0.568935705348849,0.0860412949696183,0.866087203845382,0.881645456887782,0.723698483780026,0.00513701513409615,0.456312811933458,0.622400410473347,0.28199219238013,0.185754181817174,0.202795227058232,0.695488875731826
0.0558889331296086,0.347619075328112,0.798088724724948,0.629723492078483,0.973038752563298,0.213917978107929,0.815424093045294,0.132658943533897,0.172069593332708,0.886584497056901,0.245232836343348,0.789219299331307,0.0909446272999048,0.580474980175495,0.738564329221845,0.0912587204948068,0.646748582832515,0.645875186659396,0.4486093390733,0.313950955867767,0.496279064565897,0.912357646971941,0.128515815362334,0.475982803851366,0.0562901115044951,0.94384182151407,0.201738671399653,0.803940269164741,0.689621957950294,0.888553881086409,0.370298482477665,0.878167622722685,0.0520869577303529,0.237726920284331,0.656049076467752,0.673781980760396,0.0393555136397481,0.704592619091272,0.890242387540638,0.257344751618803,0.102881170809269,0.189454458653927,0.394591215066612,0.740784018300474,0.187487876042724,0.262473383918405,0.457088465802372,0.722402807325125,0.881634221412241,0.194592560641468,0.611196543090045,0.654232634231448,0.791345610283315,0.300483237020671
0.543555031530559,0.0619192160665989,0.452366955578327,0.765353443101048,0.417049558833241,0.313779185526073,0.462543530389667,0.365919380448759,0.295576537959278,0.248574047349393,0.276289274916053,0.427541204728186,0.307016545906663,0.0618100985884666,0.978266762569547,0.787547125481069,0.301494207233191,0.827325597405434,0.676610372029245,0.0136977573856711,0.942742007784545,0.64254205301404,0.582468471489847,0.140531501732767,0.415807328186929,0.489696618169546,0.803234092891216,0.418744836002588,0.788319546729326,0.156057422049344,0.105895689688623,0.124928184784949,0.400985797867179,0.415728290565312,0.413366340100765,0.902188937179744,0.968847699463367,0.462380781769753,0.358011453412473,0.0415592044591904,0.749003878794611,0.490013791248202,0.771085203625262,0.494906092062593,0.71918189805001,0.079849517904222,0.0700230216607451,0.415062109939754,0.560725440271199,0.448026831261814,0.204370348714292,0.424596546217799,0.550138370133936,0.089186598546803
