"L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","L17","L18","L19","L20","L21","L22","L23","L24","L25","L26","L27","L28","L29","L30","L31","L32","L33","L34","L35","L36","L37","L38","L39","L40","L41","L42","L43","L44","L45","L46","L47","L48","L49","L50","L51","L52","L53","L54"
0.642001369036734,0.877200935035944,0.681886061094701,0.582962200976908,0.450503995642066,0.359947124496102,0.712870657444,0.933612823486328,0.278640621341765,0.779873189516366,0.52002068888396,0.0625426322221756,0.874134698882699,0.531007072888315,0.00134549383074045,0.617191387340426,0.640845599584281,0.327351229265332,0.211656336672604,0.94209520611912,0.0662572188302875,0.184613883495331,0.205394387245178,0.0486909216269851,0.433954805135727,0.9887156477198,0.411310604773462,0.645141795277596,0.721946245059371,0.00700764916837215,0.572985130362213,0.903768952935934,0.152689573355019,0.0205949516966939,0.342312612570822,0.105445445515215,0.0496044587343931,0.0382477669045329,0.255969644524157,0.285799200646579,0.621218705549836,0.611346730031073,0.637678927741945,0.0399061683565378,0.972183072939515,0.0793266268447042,0.513670003972948,0.293994990177453,0.0784798888489604,0.140564187429845,0.155654079280794,0.019927847199142,0.577679926529527,0.859421711415052
0.986928076483309,0.365409737452865,0.813220055773854,0.372238940559328,0.125668407417834,0.605136479251087,0.975310202687979,0.35332368966192,0.728541372343898,0.661986403167248,0.165928631089628,0.286028556525707,0.11547515168786,0.755238518118858,0.588492199778557,0.894783226773143,0.854225997813046,0.639569454826415,0.374769285321236,0.339743798598647,0.37870779633522,0.988839148543775,0.412370920181274,0.999389447271824,0.769401313737035,0.687469066120684,0.0761399222537875,0.892470729537308,0.386590327136219,0.369076437316835,0.456272577866912,0.561774834990501,0.988007251173258,0.695671463385224,0.241297287866473,0.873073309659958,0.265919102355838,0.341813452541828,0.164837288670242,0.505368554964662,0.777657802216709,0.0472069960087538,0.942544437944889,0.42047112621367,0.541508032009006,0.514317661523819,0.348302833735943,0.0266600642353296,0.757400805130601,0.667532294988632,0.471556220203638,0.435553282499313,0.366089410148561,0.214609359391034
0.299314874224365,0.548137977719307,0.406917816027999,0.84214754961431,0.701354842633009,0.111282300204039,0.252243437804282,0.658482254482806,0.185943873599172,0.180774493142962,0.869171471334994,0.868978324346244,0.600429472513497,0.283924413844943,0.351186932064593,0.194264503195882,0.477378343231976,0.0912219453603029,0.627843147143722,0.658352286554873,0.738782184198499,0.289366153068841,0.958033621311188,0.390882902778685,0.198452601209283,0.361911732703447,0.842954629100859,0.465763096697628,0.921763949096203,0.97155474871397,0.828775336965919,0.331493212841451,0.277120545506477,0.425092910416424,0.665719971060753,0.250366940163076,0.607013301923871,0.546497833915055,0.789800768718123,0.179658992215991,0.499169969931245,0.842978846281767,0.0992483245208859,0.763899842277169,0.0744268605485559,0.46681497246027,0.916567578911781,0.662851655855775,0.410356676205993,0.305441847071052,0.720554791390896,0.725439759902656,0.835538475774229,0.59536989685148
0.599853211082518,0.120113835670054,0.363452865742147,0.410355404950678,0.841394130140543,0.466344643384218,0.832264598459005,0.619719981215894,0.537222604267299,0.402583874762058,0.27057336922735,0.973451223224401,0.228205184452236,0.645558361895382,0.474074357189238,0.868135143071413,0.348446608521044,0.848109686747193,0.0587464282289147,0.768080214038491,0.886257499456406,0.434605620801449,0.855623747222126,0.23041602037847,0.8766432069242,0.205978302285075,0.25296819396317,0.838079708628356,0.337906125932932,0.865226667374372,0.678947723470628,0.794589311815798,0.0886978982016444,0.916033147834241,0.581708494573832,0.944055398926139,0.938713642768562,0.199297215789557,0.087855763733387,0.0700886193662882,0.290371623821557,0.417274517938495,0.475661497563124,0.594311777502298,0.666891004890203,0.258452367968857,0.836811533197761,0.446274392306805,0.196177922189236,0.899875447154045,0.116136195138097,0.168645801022649,0.18822780251503,0.748593231663108
0.162953208200634,0.810157573781908,0.894772271625698,0.882095038890839,0.26864103320986,0.945138606242836,0.422632315196097,0.42292542103678,0.111766866408288,0.875968037173152,0.694275029934943,0.431525147520006,0.743436740711331,0.174733812920749,0.71137810498476,0.0413479879498482,0.975222916342318,0.429645047523081,0.938487342558801,0.229741227813065,0.246886210516095,0.845538729801774,0.280681456439197,0.629815167747438,0.0871738381683826,0.780780325643718,0.517406344413757,0.272595549933612,0.873262978158891,0.483207362703979,0.0514429723843932,0.0640707295387983,0.674494958482683,0.204166412353516,0.012755298987031,0.430483513511717,0.184478222392499,0.935111665166914,0.962876555509865,0.739511920139194,0.947399493306875,0.69156214222312,0.569918782450259,0.187650639563799,0.19953494053334,0.710976724512875,0.397326735779643,0.86469442397356,0.604744974523783,0.00995198450982571,0.865153668448329,0.988683641888201,0.720495395362377,0.0672800876200199
0.442538204602897,0.447223608382046,0.608168518170714,0.170516302809119,0.0926873963326216,0.215757207944989,0.140182335861027,0.848495302721858,0.880028888583183,0.558307941071689,0.120702576823533,0.215874626301229,0.484761472791433,0.414489831775427,0.12847335729748,0.443436287343502,0.527478135190904,0.615397417917848,0.600086780264974,0.613342756405473,0.309435510076582,0.0393589185550809,0.104967321269214,0.322684265673161,0.740994682535529,0.582042147405446,0.993209790438414,0.0179466661065817,0.0221064630895853,0.140685172751546,0.919101538136601,0.472350077703595,0.466111270710826,0.512061334215105,0.410759595222771,0.669127009809017,0.404667883180082,0.692031340673566,0.616377784870565,0.457600637339056,0.666326609440148,0.131329457275569,0.763950837776065,0.318808306008577,0.25518802460283,0.132423363626003,0.749550522305071,0.565626977942884,0.309125420637429,0.545216598547995,0.508143392391503,0.591854648664594,0.461559240706265,0.983564895577729
0.755654857493937,0.639229076914489,0.139466883614659,0.638595736585557,0.516028392128646,0.694047634489834,0.604920744895935,0.171262510120869,0.45437965914607,0.0385365905240178,0.914521503262222,0.625243712216616,0.969286595471203,0.89019844122231,0.936091333627701,0.645246062427759,0.154590076766908,0.161776528693736,0.40170269086957,0.388499406166375,0.573806802742183,0.73883084114641,0.523677255026996,0.786567085422575,0.295095799490809,0.399832755327225,0.230297518894076,0.593209339305758,0.549437128938735,0.510985699482262,0.29563738591969,0.640246135182679,0.801945040002465,0.366502188146114,0.994365516118705,0.20633505936712,0.722384396009147,0.426981530152261,0.491337532177567,0.849680210463703,0.071433063596487,0.977637850679457,0.170662465505302,0.975347850471735,0.847563154995441,0.835159435868263,0.0485377693548799,0.248771264217794,0.905440420843661,0.434590994380414,0.261047394014895,0.256680087186396,0.993979421444237,0.333257823251188
0.844652760773897,0.381672068499029,0.900934064760804,0.243261285126209,0.513610667549074,0.497634414583445,0.50813358835876,0.118294226005673,0.701143242418766,0.792798080481589,0.189260020852089,0.0737167363986373,0.0787451304495335,0.164907949976623,0.399419253692031,0.463162153959274,0.469427609816194,0.455005077645183,0.555610994808376,0.469678038731217,0.0506586134433746,0.0656218053773046,0.0261782296001911,0.443813807331026,0.904463748447597,0.973282965831459,0.102721313014627,0.151420194655657,0.76234760414809,0.495620070956647,0.142204131931067,0.781574936583638,0.854321005754173,0.588578530587256,0.00771017838269472,0.727119731716812,0.38418051879853,0.880008125677705,0.430852492339909,0.905220224522054,0.59377945959568,0.835639833472669,0.602815467864275,0.808404518291354,0.494899023324251,0.272918372415006,0.21351567003876,0.645685907453299,0.249135438352823,0.72979080863297,0.422057603485882,0.469520458951592,0.95555345248431,0.725792276673019
0.406305199488997,0.689162843860686,0.369742034003139,0.713312708772719,0.0658539924770594,0.97635259013623,0.231138329021633,0.92446369305253,0.149989414960146,0.303773700259626,0.767747027799487,0.521780874580145,0.562787857837975,0.639883202500641,0.660161546431482,0.633699025958776,0.846551055088639,0.752376009710133,0.443209704943001,0.524603155441582,0.816983954980969,0.656188889406621,0.60307364538312,0.915448328480124,0.0690971342846751,0.0408146884292364,0.871059991419315,0.709103550761938,0.289643995463848,0.844435691833496,0.517633687704802,0.07460877019912,0.377618572674692,0.282843640074134,0.5871656043455,0.147418227046728,0.739011346362531,0.238989382050931,0.555892795324326,0.293418402783573,0.128370330668986,0.0554930092766881,0.447034620679915,0.401833979412913,0.902776087634265,0.695167980156839,0.520119019784033,0.0396766178309917,0.590567670762539,0.36721183732152,0.67496254388243,0.679756053723395,0.487349915318191,0.0911721596494317
0.191390765830874,0.0526081575080752,0.125370788387954,0.488001271151006,0.264224675484002,0.247031779959798,0.456920466385782,0.351006316952407,0.85816805344075,0.137056881561875,0.421162525191903,0.861947048455477,0.321690577082336,0.896121570840478,0.249986274167895,0.848310183733702,0.648794826120138,0.191103843972087,0.0963409915566444,0.131228545680642,0.629411303438246,0.459437027573586,0.778909135609865,0.101473622955382,0.727791548706591,0.345998413860798,0.64373067393899,0.956409097649157,0.56251469720155,0.529731498099864,0.386272721923888,0.482735649682581,0.731738967821002,0.996982769109309,0.985169898718596,0.877974626608193,0.959205537103117,0.388273555785418,0.898361282423139,0.513313317671418,0.471683755517006,0.619632000103593,0.125070979818702,0.0284750442951918,0.5834491988644,0.148718485608697,0.372851988300681,0.280156130902469,0.26118800137192,0.840316678397357,0.951740438118577,0.768034482374787,0.697634411975741,0.990793414413929
